image_id,breed,species,split,center_x,center_y,xmin,ymin,xmax,ymax,normalized_area
geococcyx_0036_104173,geococcyx,bird,train,0.563,0.41853,88,44,475,218,0.4302747603833866
geococcyx_0120_104176,geococcyx,bird,test,0.376,0.5,3,21,373,313,0.6469461077844312
geococcyx_0137_104693,geococcyx,bird,test,0.591,0.542042,160,29,431,332,0.49317117117117115
geococcyx_0077_104185,geococcyx,bird,test,0.581,0.492,134,39,447,330,0.485776
geococcyx_0005_104187,geococcyx,bird,train,0.505,0.418919,36,48,469,231,0.4759099099099099
geococcyx_0033_104195,geococcyx,bird,test,0.607,0.564063,108,51,499,310,0.63293125
geococcyx_0134_104196,geococcyx,bird,test,0.524,0.443114,34,11,490,285,0.7481676646706586
geococcyx_0010_104197,geococcyx,bird,train,0.406,0.517804,2,60,404,289,0.5463382789317507
geococcyx_0135_104716,geococcyx,bird,test,0.659,0.512605,194,38,465,328,0.44028011204481793
geococcyx_0106_104216,geococcyx,bird,train,0.557,0.4775,108,59,449,323,0.45012
geococcyx_0105_104239,geococcyx,bird,train,0.501,0.489209,78,13,423,395,0.6320863309352518
geococcyx_0117_104227,geococcyx,bird,train,0.373,0.56068,13,93,360,369,0.4649126213592233
geococcyx_0101_104230,geococcyx,bird,test,0.52,0.46,85,33,435,312,0.5208
geococcyx_0062_104743,geococcyx,bird,test,0.641,0.57958,209,106,432,280,0.23304504504504506
geococcyx_0028_104751,geococcyx,bird,train,0.636,0.346667,139,3,497,257,0.48497066666666666
geococcyx_0116_104240,geococcyx,bird,test,0.455,0.438953,78,78,377,224,0.25380232558139537
geococcyx_0086_104755,geococcyx,bird,train,0.697,0.610998,267,224,430,376,0.10092057026476578
geococcyx_0079_104249,geococcyx,bird,test,0.577,0.528614,78,40,499,311,0.6872951807228915
geococcyx_0063_104250,geococcyx,bird,test,0.464,0.586379,150,125,314,228,0.1122392026578073
geococcyx_0059_104258,geococcyx,bird,test,0.405,0.593333,112,162,293,283,0.11680533333333333
geococcyx_0038_104266,geococcyx,bird,train,0.534483,0.621,43,128,360,493,0.6138196286472148
geococcyx_0133_104267,geococcyx,bird,test,0.401,0.399361,53,53,348,197,0.2714376996805112
geococcyx_0041_104273,geococcyx,bird,train,0.413165,0.574,8,117,287,457,0.5314285714285715
geococcyx_0139_104277,geococcyx,bird,test,0.457,0.542667,159,150,298,257,0.07932266666666667
geococcyx_0015_104792,geococcyx,bird,test,0.367684,0.545,20,58,269,487,0.543618320610687
geococcyx_0027_104291,geococcyx,bird,test,0.293,0.575419,43,75,250,337,0.3029832402234637
geococcyx_0065_104806,geococcyx,bird,train,0.441718,0.5,10,128,278,372,0.40117791411042947
geococcyx_0048_104817,geococcyx,bird,test,0.509,0.674667,70,161,439,345,0.362112
geococcyx_0075_104334,geococcyx,bird,train,0.459,0.484412,19,21,440,383,0.7309448441247003
geococcyx_0047_104259,geococcyx,bird,train,0.49,0.511765,0,9,490,339,0.9511764705882353
geococcyx_0108_104350,geococcyx,bird,test,0.578,0.502786,110,43,468,318,0.5484679665738161
geococcyx_0012_104352,geococcyx,bird,test,0.532,0.457958,100,46,432,259,0.4247207207207207
geococcyx_0095_104358,geococcyx,bird,train,0.64433,0.419,113,49,387,370,0.45337113402061857
geococcyx_0096_104369,geococcyx,bird,train,0.564,0.60125,146,137,418,344,0.28152
geococcyx_0009_104372,geococcyx,bird,train,0.615,0.492492,157,62,458,266,0.3687927927927928
geococcyx_0011_104779,geococcyx,bird,test,0.587,0.644144,88,119,499,310,0.4714774774774775
loggerhead_shrike_0114_104960,loggerhead_shrike,bird,train,0.396,0.461972,115,104,281,224,0.11222535211267605
loggerhead_shrike_0032_106521,loggerhead_shrike,bird,train,0.52,0.525672,169,85,351,345,0.23139364303178483
loggerhead_shrike_0022_105501,loggerhead_shrike,bird,test,0.569,0.52125,166,89,403,328,0.283215
loggerhead_shrike_0036_105904,loggerhead_shrike,bird,train,0.545,0.58,50,144,495,320,0.3916
loggerhead_shrike_0046_104998,loggerhead_shrike,bird,train,0.454545,0.496667,84,92,346,355,0.3237303265210242
loggerhead_shrike_0041_105002,loggerhead_shrike,bird,train,0.396,0.432243,73,62,323,308,0.28738317757009346
loggerhead_shrike_0086_105005,loggerhead_shrike,bird,test,0.45045,0.549,90,190,210,359,0.1218018018018018
loggerhead_shrike_0108_105023,loggerhead_shrike,bird,test,0.368,0.560686,50,118,318,307,0.2672928759894459
loggerhead_shrike_0089_106055,loggerhead_shrike,bird,test,0.41,0.510511,136,93,274,247,0.12763963963963965
loggerhead_shrike_0071_105040,loggerhead_shrike,bird,train,0.4,0.425065,70,76,330,253,0.23782945736434108
loggerhead_shrike_0059_106086,loggerhead_shrike,bird,test,0.336,0.301956,61,61,275,186,0.13080684596577016
loggerhead_shrike_0115_105575,loggerhead_shrike,bird,test,0.49,0.589421,58,111,432,357,0.4634962216624685
loggerhead_shrike_0073_106097,loggerhead_shrike,bird,train,0.511905,0.514286,89,16,341,272,0.5485714285714286
loggerhead_shrike_0091_105076,loggerhead_shrike,bird,test,0.562,0.517333,191,138,371,250,0.10752
loggerhead_shrike_0007_106101,loggerhead_shrike,bird,train,0.408,0.489489,140,86,268,240,0.11839039039039038
loggerhead_shrike_0024_105593,loggerhead_shrike,bird,train,0.517,0.466967,151,85,366,226,0.18207207207207207
loggerhead_shrike_0125_105594,loggerhead_shrike,bird,test,0.481527,0.471,46,75,345,396,0.4728029556650246
loggerhead_shrike_0100_105106,loggerhead_shrike,bird,train,0.422,0.442488,149,108,273,269,0.09372769953051643
loggerhead_shrike_0019_106132,loggerhead_shrike,bird,train,0.427171,0.498,66,40,239,458,0.40512044817927173
loggerhead_shrike_0052_105120,loggerhead_shrike,bird,train,0.546,0.504,176,129,370,249,0.12416
loggerhead_shrike_0075_106153,loggerhead_shrike,bird,test,0.627397,0.583,115,186,343,397,0.2636054794520548
loggerhead_shrike_0103_105137,loggerhead_shrike,bird,train,0.59,0.615207,183,175,407,359,0.18993548387096773
loggerhead_shrike_0119_105138,loggerhead_shrike,bird,train,0.540299,0.586,96,128,266,458,0.33492537313432835
loggerhead_shrike_0069_73908,loggerhead_shrike,bird,test,0.72,0.607232,276,146,444,341,0.16339152119700748
loggerhead_shrike_0088_105663,loggerhead_shrike,bird,test,0.616,0.498,252,79,364,419,0.15232
loggerhead_shrike_0118_105157,loggerhead_shrike,bird,test,0.301,0.55125,17,46,284,395,0.465915
loggerhead_shrike_0106_105437,loggerhead_shrike,bird,test,0.593,0.505,136,101,457,303,0.32421
loggerhead_shrike_0033_105686,loggerhead_shrike,bird,train,0.511,0.515974,159,15,352,308,0.36133546325878596
loggerhead_shrike_0048_106215,loggerhead_shrike,bird,train,0.655,0.577333,174,143,481,290,0.240688
loggerhead_shrike_0025_104828,loggerhead_shrike,bird,test,0.693277,0.454,190,144,305,310,0.1069467787114846
loggerhead_shrike_0002_105195,loggerhead_shrike,bird,test,0.660661,0.541,163,189,277,352,0.11160360360360361
loggerhead_shrike_0028_106221,loggerhead_shrike,bird,test,0.565,0.45045,139,42,426,258,0.37232432432432433
loggerhead_shrike_0109_105710,loggerhead_shrike,bird,train,0.451,0.567089,110,88,341,360,0.3181367088607595
loggerhead_shrike_0064_106225,loggerhead_shrike,bird,test,0.45,0.532,60,55,390,344,0.50864
loggerhead_shrike_0127_105742,loggerhead_shrike,bird,train,0.476303,0.482,79,117,323,365,0.2867867298578199
loggerhead_shrike_0128_105238,loggerhead_shrike,bird,train,0.497,0.493865,178,17,319,305,0.24912883435582822
loggerhead_shrike_0011_104921,loggerhead_shrike,bird,train,0.30375,0.673,13,200,230,473,0.296205
loggerhead_shrike_0055_105246,loggerhead_shrike,bird,train,0.266,0.422156,21,58,245,224,0.22265868263473054
loggerhead_shrike_0018_26407,loggerhead_shrike,bird,train,0.437,0.53625,24,90,413,339,0.484305
loggerhead_shrike_0120_105777,loggerhead_shrike,bird,test,0.389,0.542042,96,62,293,299,0.2804144144144144
loggerhead_shrike_0116_105286,loggerhead_shrike,bird,train,0.654,0.51194,219,100,435,243,0.18440597014925372
loggerhead_shrike_0126_106316,loggerhead_shrike,bird,test,0.503086,0.516204,54,77,272,369,0.4547896662094193
loggerhead_shrike_0123_105849,loggerhead_shrike,bird,test,0.59,0.509615,182,53,408,318,0.32906593406593404
loggerhead_shrike_0039_106367,loggerhead_shrike,bird,test,0.587,0.555363,127,74,460,247,0.3986782006920415
loggerhead_shrike_0101_105392,loggerhead_shrike,bird,test,0.392157,0.414,26,107,254,307,0.25546218487394956
loggerhead_shrike_0117_104838,loggerhead_shrike,bird,train,0.452,0.563253,122,98,330,276,0.22303614457831325
loggerhead_shrike_0029_104849,loggerhead_shrike,bird,train,0.359,0.596473,51,115,308,460,0.3679045643153527
loggerhead_shrike_0129_106389,loggerhead_shrike,bird,train,0.403,0.528894,83,38,320,383,0.41087939698492465
loggerhead_shrike_0065_104856,loggerhead_shrike,bird,train,0.686,0.607463,239,134,447,273,0.1726089552238806
loggerhead_shrike_0010_104866,loggerhead_shrike,bird,test,0.313,0.554974,100,137,213,287,0.0887434554973822
loggerhead_shrike_0023_105892,loggerhead_shrike,bird,test,0.643,0.609418,202,113,441,327,0.2833573407202216
loggerhead_shrike_0021_104885,loggerhead_shrike,bird,test,0.357,0.507508,54,84,303,254,0.25423423423423425
loggerhead_shrike_0068_105400,loggerhead_shrike,bird,test,0.395,0.548048,85,89,310,276,0.2527027027027027
loggerhead_shrike_0084_105919,loggerhead_shrike,bird,train,0.388,0.413333,79,41,309,269,0.27968
loggerhead_shrike_0017_104864,loggerhead_shrike,bird,test,0.256,0.604225,6,79,250,350,0.3725295774647887
loggerhead_shrike_0026_104898,loggerhead_shrike,bird,test,0.446,0.432836,69,50,377,240,0.3493731343283582
loggerhead_shrike_0110_105947,loggerhead_shrike,bird,test,0.515,0.452328,126,59,389,349,0.3382261640798226
loggerhead_shrike_0090_106461,loggerhead_shrike,bird,train,0.458,0.501502,107,76,351,258,0.2667147147147147
loggerhead_shrike_0030_104930,loggerhead_shrike,bird,test,0.516129,0.48,91,138,325,342,0.23690322580645162
loggerhead_shrike_0051_105447,loggerhead_shrike,bird,train,0.61,0.555882,199,60,411,318,0.32174117647058825
great_grey_shrike_0056_106752,great_grey_shrike,bird,train,0.477215,0.465,123,100,254,365,0.17577215189873419
great_grey_shrike_0048_106754,great_grey_shrike,bird,test,0.523,0.530249,211,98,312,200,0.0733238434163701
great_grey_shrike_0066_106759,great_grey_shrike,bird,test,0.464935,0.563,26,128,332,435,0.4880103896103896
great_grey_shrike_0017_797028,great_grey_shrike,bird,train,0.519553,0.477778,24,8,162,164,0.6681564245810055
great_grey_shrike_0054_106768,great_grey_shrike,bird,train,0.327,0.588,57,143,270,298,0.17608
great_grey_shrike_0018_106776,great_grey_shrike,bird,train,0.478036,0.519,100,113,270,406,0.2574160206718346
great_grey_shrike_0068_797060,great_grey_shrike,bird,test,0.385,0.479827,77,86,308,247,0.21435734870317003
great_grey_shrike_0064_106778,great_grey_shrike,bird,train,0.42619,0.561254,90,71,268,323,0.30427350427350425
great_grey_shrike_0086_106533,great_grey_shrike,bird,test,0.613,0.507508,242,102,371,236,0.10381981981981982
great_grey_shrike_0053_106792,great_grey_shrike,bird,test,0.348,0.540984,47,125,301,337,0.2522154566744731
great_grey_shrike_0032_797021,great_grey_shrike,bird,train,0.414807,0.352,21,56,388,296,0.35732251521298175
great_grey_shrike_0070_106547,great_grey_shrike,bird,train,0.362,0.53523,31,37,331,358,0.5219512195121951
great_grey_shrike_0003_106552,great_grey_shrike,bird,train,0.603,0.553097,105,37,498,338,0.6978938053097345
great_grey_shrike_0094_106576,great_grey_shrike,bird,test,0.455182,0.434,56,163,269,271,0.12887394957983192
great_grey_shrike_0027_797009,great_grey_shrike,bird,test,0.5775,0.501572,158,97,304,222,0.1434748427672956
great_grey_shrike_0061_106580,great_grey_shrike,bird,train,0.414,0.451977,101,74,313,246,0.20601129943502824
great_grey_shrike_0039_797015,great_grey_shrike,bird,test,0.59,0.477273,75,46,279,164,0.36472727272727273
great_grey_shrike_0079_797018,great_grey_shrike,bird,train,0.592222,0.454768,182,95,351,277,0.16711763107851127
great_grey_shrike_0075_797022,great_grey_shrike,bird,test,0.514,0.488152,35,93,479,319,0.475563981042654
great_grey_shrike_0010_797023,great_grey_shrike,bird,test,0.446,0.535806,75,93,371,326,0.3527774936061381
great_grey_shrike_0049_797025,great_grey_shrike,bird,train,0.397,0.509009,18,58,379,281,0.4835015015015015
great_grey_shrike_0080_106850,great_grey_shrike,bird,test,0.456072,0.502,93,68,260,434,0.31587596899224807
great_grey_shrike_0065_797027,great_grey_shrike,bird,test,0.478889,0.503333,157,58,274,244,0.1612
great_grey_shrike_0011_106852,great_grey_shrike,bird,test,0.6,0.544619,138,83,462,332,0.423496062992126
great_grey_shrike_0015_797031,great_grey_shrike,bird,test,0.419,0.475,94,51,325,272,0.3003
great_grey_shrike_0055_106858,great_grey_shrike,bird,test,0.319,0.513228,42,77,277,311,0.29095238095238096
great_grey_shrike_0089_797036,great_grey_shrike,bird,train,0.556,0.532934,117,68,439,288,0.42419161676646705
great_grey_shrike_0085_797037,great_grey_shrike,bird,test,0.509009,0.299,80,65,259,234,0.1816876876876877
great_grey_shrike_0009_797038,great_grey_shrike,bird,train,0.521021,0.405,45,69,302,336,0.41212612612612615
great_grey_shrike_0004_797041,great_grey_shrike,bird,train,0.56375,0.433333,101,75,350,185,0.22825
great_grey_shrike_0063_797042,great_grey_shrike,bird,train,0.404348,0.428,11,49,175,165,0.3308521739130435
great_grey_shrike_0014_797044,great_grey_shrike,bird,train,0.61,0.508242,242,85,368,285,0.13846153846153847
great_grey_shrike_0045_797047,great_grey_shrike,bird,train,0.51,0.515406,104,15,406,353,0.5718543417366947
great_grey_shrike_0092_797048,great_grey_shrike,bird,train,0.619,0.513473,222,63,397,280,0.22739520958083834
great_grey_shrike_0038_106617,great_grey_shrike,bird,test,0.505,0.576046,177,75,328,228,0.17568821292775666
great_grey_shrike_0076_797050,great_grey_shrike,bird,train,0.572765,0.391,195,113,356,278,0.11045738045738046
great_grey_shrike_0083_797051,great_grey_shrike,bird,train,0.378,0.516517,22,36,356,308,0.5456336336336336
great_grey_shrike_0020_797052,great_grey_shrike,bird,train,0.378788,0.626,68,167,207,459,0.22362534435261708
great_grey_shrike_0025_106622,great_grey_shrike,bird,test,0.449,0.486919,135,70,314,265,0.20293604651162792
great_grey_shrike_0005_797055,great_grey_shrike,bird,test,0.415,0.549521,28,71,387,273,0.4633738019169329
great_grey_shrike_0042_797056,great_grey_shrike,bird,train,0.488333,0.510297,4,29,289,417,0.8434782608695652
great_grey_shrike_0022_797057,great_grey_shrike,bird,train,0.526,0.5,210,109,316,224,0.07321321321321321
great_grey_shrike_0062_106628,great_grey_shrike,bird,test,0.323,0.540241,30,56,293,481,0.4497987927565392
great_grey_shrike_0058_106634,great_grey_shrike,bird,train,0.4,0.547354,101,85,299,308,0.245983286908078
great_grey_shrike_0043_106818,great_grey_shrike,bird,train,0.4,0.586567,106,137,294,256,0.1335641791044776
great_grey_shrike_0071_106861,great_grey_shrike,bird,test,0.48,0.374618,143,43,337,202,0.1886605504587156
great_grey_shrike_0082_106650,great_grey_shrike,bird,test,0.465306,0.525,70,61,386,464,0.5197877551020408
great_grey_shrike_0012_106661,great_grey_shrike,bird,test,0.413146,0.473,60,143,292,330,0.20368075117370893
great_grey_shrike_0044_106851,great_grey_shrike,bird,test,0.399,0.481333,21,48,378,313,0.50456
great_grey_shrike_0029_106668,great_grey_shrike,bird,train,0.553,0.50495,79,41,474,265,0.5840264026402641
great_grey_shrike_0023_106670,great_grey_shrike,bird,test,0.445833,0.523958,80,36,241,467,0.40156828703703706
great_grey_shrike_0028_106678,great_grey_shrike,bird,test,0.36,0.576577,56,114,304,270,0.23236036036036037
great_grey_shrike_0057_106681,great_grey_shrike,bird,train,0.583,0.483193,178,99,405,246,0.18694117647058822
great_grey_shrike_0074_106689,great_grey_shrike,bird,test,0.501,0.490667,165,66,336,302,0.215232
great_grey_shrike_0019_797049,great_grey_shrike,bird,test,0.654,0.539809,191,86,463,253,0.28932484076433124
great_grey_shrike_0016_106720,great_grey_shrike,bird,train,0.475976,0.417,50,122,267,295,0.22547147147147148
great_grey_shrike_0060_797008,great_grey_shrike,bird,test,0.647332,0.615,128,131,430,238,0.24991492652745553
great_grey_shrike_0008_797053,great_grey_shrike,bird,train,0.41125,0.478723,56,85,273,230,0.23909574468085107
great_grey_shrike_0091_797054,great_grey_shrike,bird,test,0.602,0.463,161,122,441,341,0.24528
great_grey_shrike_0050_797012,great_grey_shrike,bird,train,0.623864,0.473776,125,44,424,227,0.4348140495867769
baird_sparrow_0009_106882,baird_sparrow,bird,train,0.403,0.535,66,56,337,372,0.42818
baird_sparrow_0051_787319,baird_sparrow,bird,train,0.366,0.495522,108,68,258,264,0.1755223880597015
baird_sparrow_0035_106904,baird_sparrow,bird,train,0.473,0.532934,166,52,307,304,0.21276646706586827
baird_sparrow_0008_106929,baird_sparrow,bird,train,0.504,0.637536,45,103,459,342,0.5670257879656161
baird_sparrow_0014_794549,baird_sparrow,bird,train,0.616,0.584795,156,101,460,299,0.352
baird_sparrow_0002_794551,baird_sparrow,bird,train,0.488333,0.498333,74,8,219,291,0.45594444444444443
baird_sparrow_0012_794552,baird_sparrow,bird,test,0.508746,0.571,110,136,239,435,0.22490379008746356
baird_sparrow_0032_794553,baird_sparrow,bird,train,0.580838,0.593,99,173,289,420,0.2810179640718563
baird_sparrow_0044_794554,baird_sparrow,bird,test,0.585,0.609649,208,106,377,311,0.20260233918128656
baird_sparrow_0043_794555,baird_sparrow,bird,train,0.642,0.608108,204,151,438,254,0.14475675675675675
baird_sparrow_0016_794556,baird_sparrow,bird,train,0.3625,0.60124,54,81,178,210,0.2065599173553719
baird_sparrow_0028_794557,baird_sparrow,bird,train,0.662,0.573593,216,69,446,461,0.3903030303030303
baird_sparrow_0003_794558,baird_sparrow,bird,test,0.52,0.376877,42,33,478,218,0.48444444444444446
baird_sparrow_0023_794559,baird_sparrow,bird,test,0.41048,0.467,46,76,330,391,0.39065502183406114
baird_sparrow_0042_794560,baird_sparrow,bird,test,0.588921,0.615,146,199,258,416,0.1417142857142857
baird_sparrow_0037_794562,baird_sparrow,bird,test,0.69,0.459459,233,61,457,245,0.24754354354354355
baird_sparrow_0007_794563,baird_sparrow,bird,test,0.389,0.628,124,121,265,350,0.172208
baird_sparrow_0025_794564,baird_sparrow,bird,train,0.511,0.539642,106,46,405,376,0.5047058823529412
baird_sparrow_0005_794565,baird_sparrow,bird,test,0.404192,0.644,14,222,256,422,0.2898203592814371
baird_sparrow_0033_794566,baird_sparrow,bird,test,0.558209,0.618,126,161,248,457,0.21559402985074627
baird_sparrow_0019_794567,baird_sparrow,bird,test,0.522,0.502994,203,72,319,264,0.13336526946107785
baird_sparrow_0004_794568,baird_sparrow,bird,test,0.489521,0.696,88,215,239,481,0.24051497005988023
baird_sparrow_0030_794569,baird_sparrow,bird,train,0.335277,0.623,21,182,209,441,0.28391836734693876
baird_sparrow_0022_794570,baird_sparrow,bird,train,0.52994,0.584,113,146,241,438,0.22380838323353294
baird_sparrow_0045_794571,baird_sparrow,bird,train,0.618,0.580409,226,84,392,313,0.22230409356725145
baird_sparrow_0036_794572,baird_sparrow,bird,train,0.58125,0.596774,117,101,255,269,0.23370967741935483
baird_sparrow_0015_794573,baird_sparrow,bird,test,0.530576,0.425245,40,36,255,311,0.5212741571448724
baird_sparrow_0026_794574,baird_sparrow,bird,train,0.54898,0.51,49,6,220,249,0.6784163265306122
baird_sparrow_0010_794575,baird_sparrow,bird,train,0.384,0.539726,74,97,310,297,0.2586301369863014
baird_sparrow_0021_794576,baird_sparrow,bird,train,0.295312,0.585443,22,97,167,273,0.252373417721519
baird_sparrow_0011_794577,baird_sparrow,bird,test,0.608333,0.42602,75,29,217,138,0.3290391156462585
baird_sparrow_0001_794578,baird_sparrow,bird,test,0.498,0.38,182,79,316,206,0.09076266666666667
baird_sparrow_0006_794579,baird_sparrow,bird,test,0.349,0.523324,84,86,265,273,0.19735860058309038
baird_sparrow_0031_794580,baird_sparrow,bird,test,0.663,0.566066,234,114,429,263,0.1745045045045045
baird_sparrow_0040_794581,baird_sparrow,bird,train,0.531373,0.504525,18,16,253,207,0.7964688137698518
baird_sparrow_0041_794582,baird_sparrow,bird,train,0.501661,0.452632,92,43,210,301,0.2661654135338346
baird_sparrow_0029_794583,baird_sparrow,bird,train,0.503333,0.522013,13,9,138,157,0.7756813417190775
baird_sparrow_0018_794584,baird_sparrow,bird,train,0.652,0.504505,232,57,420,279,0.25066666666666665
baird_sparrow_0017_794586,baird_sparrow,bird,test,0.335211,0.432,33,146,205,286,0.1356619718309859
baird_sparrow_0013_794587,baird_sparrow,bird,test,0.626,0.436658,207,64,419,260,0.224
baird_sparrow_0046_794588,baird_sparrow,bird,train,0.486,0.592814,173,72,313,324,0.21125748502994013
baird_sparrow_0034_794589,baird_sparrow,bird,train,0.613,0.664671,205,132,408,312,0.21880239520958084
baird_sparrow_0027_794590,baird_sparrow,bird,train,0.494169,0.623,98,154,241,469,0.2626530612244898
baird_sparrow_0039_794591,baird_sparrow,bird,train,0.593478,0.537037,65,46,208,273,0.4752012882447665
baird_sparrow_0038_794592,baird_sparrow,bird,train,0.580597,0.47,119,149,270,321,0.15505671641791044
baird_sparrow_0020_106863,baird_sparrow,bird,test,0.507,0.514031,79,62,428,341,0.4967908163265306
baird_sparrow_0050_787316,baird_sparrow,bird,test,0.631,0.530435,195,54,436,312,0.36045217391304346
baird_sparrow_0047_787318,baird_sparrow,bird,train,0.579,0.550847,139,64,440,326,0.44554802259887005
baird_sparrow_0048_787323,baird_sparrow,bird,train,0.458333,0.5125,100,28,285,259,0.36339285714285713
baird_sparrow_0049_787324,baird_sparrow,bird,train,0.467,0.669333,157,158,310,344,0.151776
black_throated_sparrow_0056_107010,black_throated_sparrow,bird,test,0.493,0.513473,157,57,336,286,0.24545508982035927
black_throated_sparrow_0095_107268,black_throated_sparrow,bird,train,0.547,0.535928,94,79,453,279,0.429940119760479
black_throated_sparrow_0044_107270,black_throated_sparrow,bird,test,0.49,0.558271,137,89,353,208,0.19326315789473683
black_throated_sparrow_0021_107021,black_throated_sparrow,bird,test,0.683,0.596,251,87,432,360,0.263536
black_throated_sparrow_0027_107278,black_throated_sparrow,bird,train,0.615,0.688,239,164,376,352,0.13736533333333334
black_throated_sparrow_0054_107026,black_throated_sparrow,bird,test,0.54,0.483221,145,159,395,273,0.12751677852348994
black_throated_sparrow_0050_107033,black_throated_sparrow,bird,test,0.403427,0.34204,42,56,217,219,0.221052060569427
black_throated_sparrow_0003_107035,black_throated_sparrow,bird,test,0.422,0.64191,77,148,345,336,0.267289124668435
black_throated_sparrow_0057_107036,black_throated_sparrow,bird,test,0.515,0.514577,157,102,358,251,0.17462973760932946
black_throated_sparrow_0090_107295,black_throated_sparrow,bird,train,0.664,0.648,165,123,499,363,0.42752
black_throated_sparrow_0033_107042,black_throated_sparrow,bird,train,0.370603,0.682,70,250,225,432,0.14175879396984925
black_throated_sparrow_0080_107050,black_throated_sparrow,bird,test,0.733,0.568,280,160,453,408,0.171616
black_throated_sparrow_0059_107060,black_throated_sparrow,bird,test,0.557,0.460961,192,77,365,230,0.15897297297297297
black_throated_sparrow_0084_107066,black_throated_sparrow,bird,test,0.583,0.577558,212,101,371,249,0.15532673267326733
black_throated_sparrow_0034_107327,black_throated_sparrow,bird,train,0.365964,0.612,40,215,203,397,0.17871084337349397
black_throated_sparrow_0015_107079,black_throated_sparrow,bird,test,0.553,0.446565,115,58,438,293,0.38628498727735366
black_throated_sparrow_0046_107339,black_throated_sparrow,bird,train,0.630631,0.606,136,129,284,477,0.30933333333333335
black_throated_sparrow_0094_107085,black_throated_sparrow,bird,test,0.314,0.570571,37,104,277,276,0.24792792792792792
black_throated_sparrow_0065_107087,black_throated_sparrow,bird,train,0.467,0.405263,86,89,381,296,0.2571157894736842
black_throated_sparrow_0091_107346,black_throated_sparrow,bird,train,0.512,0.503191,82,83,430,390,0.4546212765957447
black_throated_sparrow_0017_107355,black_throated_sparrow,bird,train,0.547,0.493827,159,28,388,292,0.3731851851851852
black_throated_sparrow_0023_107104,black_throated_sparrow,bird,train,0.415493,0.515,79,177,334,338,0.16521126760563382
black_throated_sparrow_0097_106935,black_throated_sparrow,bird,train,0.552,0.489489,96,65,456,261,0.4237837837837838
black_throated_sparrow_0081_107111,black_throated_sparrow,bird,train,0.602,0.542042,181,82,421,279,0.28396396396396395
black_throated_sparrow_0074_107113,black_throated_sparrow,bird,test,0.512397,0.434,46,69,326,365,0.45663911845730026
black_throated_sparrow_0011_107115,black_throated_sparrow,bird,train,0.422619,0.525,96,27,259,267,0.3326530612244898
black_throated_sparrow_0069_107116,black_throated_sparrow,bird,train,0.504,0.628834,47,91,457,319,0.5734969325153374
black_throated_sparrow_0053_107282,black_throated_sparrow,bird,test,0.536,0.510753,183,158,353,317,0.11625806451612904
black_throated_sparrow_0010_107375,black_throated_sparrow,bird,train,0.428,0.562195,86,91,342,370,0.348409756097561
black_throated_sparrow_0098_107138,black_throated_sparrow,bird,test,0.394,0.408408,87,42,307,230,0.24840840840840842
black_throated_sparrow_0005_107150,black_throated_sparrow,bird,test,0.524,0.540541,175,43,349,317,0.28634234234234235
black_throated_sparrow_0009_107333,black_throated_sparrow,bird,train,0.589,0.538793,149,73,440,302,0.38298275862068965
black_throated_sparrow_0040_107172,black_throated_sparrow,bird,test,0.4,0.528443,103,57,297,296,0.27764071856287426
black_throated_sparrow_0060_107177,black_throated_sparrow,bird,test,0.426,0.60961,134,107,292,299,0.18219819819819819
black_throated_sparrow_0035_107185,black_throated_sparrow,bird,train,0.529,0.51952,180,102,349,244,0.14413213213213213
black_throated_sparrow_0076_106995,black_throated_sparrow,bird,test,0.658,0.527027,199,80,459,271,0.29825825825825825
black_throated_sparrow_0019_107192,black_throated_sparrow,bird,train,0.741,0.541667,304,127,437,276,0.10654301075268817
black_throated_sparrow_0070_107196,black_throated_sparrow,bird,test,0.355,0.481693,101,135,254,286,0.1057345537757437
black_throated_sparrow_0026_107198,black_throated_sparrow,bird,train,0.52,0.483577,14,10,298,255,0.8464720194647202
black_throated_sparrow_0099_106944,black_throated_sparrow,bird,test,0.498812,0.538,110,65,310,473,0.38764845605700715
black_throated_sparrow_0007_106999,black_throated_sparrow,bird,test,0.42,0.50375,58,116,362,287,0.25992
black_throated_sparrow_0055_107213,black_throated_sparrow,bird,train,0.424,0.51497,105,44,319,300,0.3280479041916168
black_throated_sparrow_0049_106958,black_throated_sparrow,bird,train,0.473,0.548287,137,109,336,243,0.16614330218068535
black_throated_sparrow_0068_106960,black_throated_sparrow,bird,test,0.377,0.514667,38,12,339,374,0.5811306666666667
black_throated_sparrow_0051_107217,black_throated_sparrow,bird,test,0.444,0.58,143,165,301,270,0.08848
black_throated_sparrow_0002_106962,black_throated_sparrow,bird,test,0.452,0.534031,169,89,283,319,0.13727748691099476
black_throated_sparrow_0088_107220,black_throated_sparrow,bird,train,0.595,0.475309,118,47,477,415,0.5436707818930041
black_throated_sparrow_0061_106967,black_throated_sparrow,bird,test,0.558201,0.428,119,60,303,368,0.29985185185185187
black_throated_sparrow_0086_106970,black_throated_sparrow,bird,train,0.676,0.538835,285,115,391,218,0.07066666666666667
black_throated_sparrow_0020_106971,black_throated_sparrow,bird,train,0.357,0.574667,104,73,253,358,0.22648
black_throated_sparrow_0066_106974,black_throated_sparrow,bird,train,0.364,0.502667,10,70,354,307,0.434816
black_throated_sparrow_0001_107233,black_throated_sparrow,bird,train,0.583,0.545455,195,134,388,250,0.12720454545454546
